user_id,timestamp,previous_state,new_state
104375,2021-06-01 01:01:35,,new
171894,2021-06-01 02:06:32,,new
433555,2021-06-01 05:04:17,,new
475444,2021-06-01 05:04:42,,new
81382,2021-06-01 05:12:31,,new
177493,2021-06-01 06:50:18,,new
16550,2021-06-01 06:52:32,,new
274449,2021-06-01 12:25:45,,new
209401,2021-06-01 12:33:47,,new
393916,2021-06-01 19:05:03,,new
459927,2021-06-01 22:37:51,,new
267392,2021-06-02 00:36:47,,new
483769,2021-06-02 00:51:44,,new
97391,2021-06-02 04:25:15,,new
109464,2021-06-02 05:50:40,,new
344877,2021-06-02 05:52:32,,new
179910,2021-06-02 06:13:04,,new
92709,2021-06-02 08:20:49,,new
264433,2021-06-02 09:58:56,,new
340655,2021-06-02 11:34:11,,new
82166,2021-06-02 12:24:53,,new
11505,2021-06-02 12:26:22,,new
260895,2021-06-02 12:58:00,,new
100496,2021-06-02 13:21:49,,new
29456,2021-06-02 14:56:35,,new
350451,2021-06-02 14:58:21,,new
44871,2021-06-02 16:41:00,,new
208758,2021-06-02 18:33:49,,new
318946,2021-06-02 19:16:03,,new
376822,2021-06-02 20:06:38,,new
382525,2021-06-02 20:09:36,,new
480947,2021-06-02 20:22:12,,new
473517,2021-06-02 22:21:37,,new
195460,2021-06-03 00:13:33,,new
120900,2021-06-03 00:45:58,,new
299394,2021-06-03 01:34:51,,new
404133,2021-06-03 02:19:26,,new
372203,2021-06-03 03:35:01,,new
165658,2021-06-03 04:54:44,,new
450209,2021-06-03 05:29:50,,new
243494,2021-06-03 05:50:39,,new
213475,2021-06-03 07:29:00,,new
448328,2021-06-03 13:23:57,,new
163731,2021-06-03 13:57:53,,new
244954,2021-06-03 14:47:50,,new
92367,2021-06-03 16:04:39,,new
244673,2021-06-03 17:51:21,,new
39828,2021-06-03 18:03:18,,new
408636,2021-06-03 19:32:09,,new
235337,2021-06-03 22:42:23,,new
59984,2021-06-04 01:20:48,,new
307846,2021-06-04 02:45:17,,new
142430,2021-06-04 03:01:40,,new
27267,2021-06-04 04:53:48,,new
179273,2021-06-04 06:41:28,,new
67579,2021-06-04 08:14:57,,new
28277,2021-06-04 08:19:19,,new
392106,2021-06-04 09:40:46,,new
350893,2021-06-04 11:08:58,,new
233696,2021-06-04 11:47:53,,new
268073,2021-06-04 11:49:52,,new
419756,2021-06-04 12:02:12,,new
409743,2021-06-04 13:32:14,,new
46046,2021-06-04 14:29:04,,new
111420,2021-06-04 15:22:36,,new
309989,2021-06-04 16:09:27,,new
497727,2021-06-04 16:51:37,,new
70567,2021-06-04 17:30:31,,new
290747,2021-06-04 19:41:14,,new
126958,2021-06-04 20:10:13,,new
148396,2021-06-04 21:03:08,,new
175015,2021-06-05 03:27:40,,new
126199,2021-06-05 03:39:06,,new
423727,2021-06-05 04:44:11,,new
352956,2021-06-05 05:02:10,,new
265958,2021-06-05 07:32:17,,new
246353,2021-06-05 07:58:44,,new
461432,2021-06-05 09:16:39,,new
457247,2021-06-05 11:07:34,,new
106732,2021-06-05 11:36:38,,new
165566,2021-06-05 12:55:42,,new
446370,2021-06-05 13:31:29,,new
257849,2021-06-05 15:40:41,,new
282892,2021-06-05 19:26:37,,new
122377,2021-06-05 21:38:12,,new
142415,2021-06-05 21:57:51,,new
332821,2021-06-06 03:31:46,,new
176934,2021-06-06 04:49:28,,new
456634,2021-06-06 06:19:17,,new
359716,2021-06-06 09:19:43,,new
429164,2021-06-06 12:03:02,,new
217448,2021-06-06 17:10:04,,new
380644,2021-06-06 20:29:04,,new
433129,2021-06-06 21:01:01,,new
473237,2021-06-06 21:36:03,,new
33212,2021-06-06 21:47:36,,new
243989,2021-06-06 22:52:58,,new
63186,2021-06-07 03:49:45,,new
115089,2021-06-07 07:18:35,,new
196364,2021-06-07 08:08:05,,new
317005,2021-06-07 08:31:44,,new
216985,2021-06-07 09:26:51,,new
70879,2021-06-07 10:12:07,,new
99682,2021-06-07 13:26:53,,new
357564,2021-06-07 13:37:44,,new
466206,2021-06-07 14:17:04,,new
105527,2021-06-07 14:36:45,,new
453844,2021-06-07 15:04:00,,new
404931,2021-06-07 16:11:07,,new
415414,2021-06-07 17:05:36,,new
466172,2021-06-07 20:24:04,,new
291472,2021-06-07 22:39:55,,new
85070,2021-06-07 22:52:13,,new
66290,2021-06-08 00:08:28,,new
176230,2021-06-08 00:30:39,,new
368370,2021-06-08 02:22:32,,new
179552,2021-06-08 05:02:20,,new
10145,2021-06-08 08:55:36,,new
402715,2021-06-08 10:18:35,,new
126178,2021-06-08 10:58:12,,new
346084,2021-06-08 11:26:13,,new
65940,2021-06-08 13:11:12,,new
300857,2021-06-08 13:24:09,,new
199625,2021-06-08 13:52:56,,new
237902,2021-06-08 14:35:40,,new
450660,2021-06-08 17:04:21,,new
205312,2021-06-08 17:09:32,,new
487613,2021-06-08 18:50:26,,new
70848,2021-06-08 19:09:18,,new
389308,2021-06-08 19:15:27,,new
429608,2021-06-08 19:45:53,,new
382411,2021-06-08 19:50:49,,new
231323,2021-06-08 20:27:13,,new
351259,2021-06-08 20:40:49,,new
302914,2021-06-08 22:23:20,,new
328282,2021-06-08 22:46:06,,new
292277,2021-06-09 00:04:36,,new
422953,2021-06-09 00:52:21,,new
337109,2021-06-09 01:02:36,,new
370088,2021-06-09 01:36:41,,new
99243,2021-06-09 01:45:17,,new
59468,2021-06-09 04:42:48,,new
391774,2021-06-09 08:10:04,,new
74598,2021-06-09 11:06:56,,new
332834,2021-06-09 11:09:05,,new
458182,2021-06-09 13:03:07,,new
308144,2021-06-09 13:03:08,,new
273690,2021-06-09 13:40:58,,new
298177,2021-06-09 13:47:27,,new
468619,2021-06-09 15:37:14,,new
391855,2021-06-09 15:38:23,,new
129806,2021-06-09 15:40:01,,new
218788,2021-06-09 17:49:01,,new
258373,2021-06-09 18:03:17,,new
243455,2021-06-09 18:15:19,,new
379573,2021-06-09 20:37:30,,new
253145,2021-06-09 21:40:58,,new
69348,2021-06-09 22:05:33,,new
29907,2021-06-09 22:37:47,,new
60833,2021-06-10 00:40:38,,new
235710,2021-06-10 02:20:10,,new
287827,2021-06-10 02:50:31,,new
99706,2021-06-10 05:52:12,,new
229932,2021-06-10 06:50:07,,new
245783,2021-06-10 08:39:35,,new
255441,2021-06-10 10:28:17,,new
269512,2021-06-10 12:33:14,,new
490357,2021-06-10 12:50:32,,new
161481,2021-06-10 20:13:28,,new
227474,2021-06-10 20:49:17,,new
73448,2021-06-10 22:29:40,,new
84383,2021-06-10 22:45:17,,new
149189,2021-06-11 00:06:53,,new
94617,2021-06-11 06:02:34,,new
179035,2021-06-11 06:23:19,,new
170641,2021-06-11 07:13:32,,new
235428,2021-06-11 12:27:09,,new
188457,2021-06-11 14:19:04,,new
302430,2021-06-11 15:25:50,,new
325753,2021-06-11 16:10:55,,new
220912,2021-06-11 16:55:29,,new
150373,2021-06-11 16:57:45,,new
88101,2021-06-11 17:19:46,,new
145075,2021-06-11 21:12:52,,new
379535,2021-06-12 00:50:07,,new
103358,2021-06-12 02:43:36,,new
250909,2021-06-12 03:00:34,,new
338369,2021-06-12 04:07:27,,new
11130,2021-06-12 05:18:00,,new
